Customer ID,Customer Name,Age,Gender,City,Product ID (ref),Product Name,Brand,Shopping App,Quantity,Unit Selling Price,Total Amount Paid,Purchase Date,Payment Method,Order Status,Customer Rating
CUST00065,Arjun Pillai,23,Male,Nagpur,536,H&M Kids Relaxed Fit Saree,H&M,Meesho,1,380.2045,380.2,16-05-2025,Cash on Delivery,Shipped,
CUST00066,Kiara Singh,41,Male,Ahmedabad,180,H&M Men Relaxed Fit Shorts,H&M,Nykaa Fashion,2,1188.016,2376.03,08-02-2026,UPI,Delivered,1
CUST00067,Nikhil Malhotra,43,Female,Nagpur,503,Forever 21 Unisex Solid Hoodie,Forever 21,Myntra,1,366.912,366.91,21-01-2026,Debit Card,Delivered,5
CUST00068,Aarav Mehta,39,Female,Delhi,1099,Tommy Hilfiger Women Denim Shorts,Tommy Hilfiger,Myntra,1,889.162,889.16,13-01-2025,Wallet,Delivered,4
CUST00069,Pooja Gupta,43,Female,Bhopal,434,Forever 21 Unisex Solid T-Shirt,Forever 21,Ajio,1,406.731,406.73,15-03-2026,Debit Card,Shipped,1
CUST00070,Kiara Singh,21,Other,Hyderabad,929,Calvin Klein Men Casual Shirt,Calvin Klein,Myntra,1,369.24,369.24,13-09-2025,Debit Card,Delivered,
CUST00071,Rohan Reddy,41,Female,Chandigarh,790,Uniqlo Kids Striped Shorts,Uniqlo,Nykaa Fashion,2,326.004,652.01,14-02-2026,Cash on Delivery,Returned,4
CUST00072,Sai Verma,44,Female,Lucknow,295,Nike Unisex Relaxed Fit Skirt,Nike,Nykaa Fashion,1,191.144,191.14,21-10-2025,Net Banking,Delivered,
CUST00073,Krishna Kumar,48,Female,Chennai,524,Zara Unisex Denim Kurta,Zara,Ajio,1,370.504,370.5,24-09-2025,Net Banking,Cancelled,4
CUST00074,Riya Kapoor,53,Other,Kolkata,380,Gap Men Ripped Sweater,Gap,Meesho,1,162.292,162.29,15-06-2025,UPI,Delivered,
CUST00075,Nikhil Agarwal,32,Female,Chandigarh,337,Roadster Women Graphic T-Shirt,Roadster,Nykaa Fashion,2,466.99,933.98,06-04-2026,Net Banking,Delivered,
CUST00076,Priya Iyer,23,Male,Chennai,522,Nike Women Ripped Skirt,Nike,Flipkart,1,295.58,295.58,02-09-2025,Debit Card,Delivered,4
CUST00077,Vivaan Chopra,42,Female,Nagpur,524,Zara Unisex Denim Kurta,Zara,Ajio,1,370.504,370.5,04-10-2025,Debit Card,Shipped,1
CUST00078,Nikhil Nair,54,Female,Bengaluru,790,Uniqlo Kids Striped Shorts,Uniqlo,Nykaa Fashion,1,326.004,326,10-08-2025,UPI,Delivered,4
CUST00079,Amit Rao,46,Female,Hyderabad,708,Under Armour Men Striped Track Pants,Under Armour,Nykaa Fashion,1,868.704,868.7,11-05-2025,UPI,Delivered,5
CUST00080,Nikhil Sharma,22,Female,Chandigarh,1017,Forever 21 Kids Regular Fit Hoodie,Forever 21,Ajio,2,1750.432,3500.86,25-04-2026,Net Banking,Delivered,2
CUST00081,Aadhya Patel,27,Other,Surat,615,Puma Unisex Denim Sweater,Puma,Myntra,2,269.588,539.18,14-04-2026,UPI,Returned,1
CUST00082,Aarav Patel,32,Other,Chandigarh,187,Zara Women Classic Blazer,Zara,Nykaa Fashion,1,415.3695,415.37,08-11-2025,Credit Card,Cancelled,4
CUST00083,Yash Chopra,25,Male,Delhi,615,Puma Unisex Denim Sweater,Puma,Myntra,1,269.588,269.59,16-07-2025,Net Banking,Delivered,4
CUST00084,Aarav Sharma,52,Female,Ahmedabad,306,W Women Solid Hoodie,W,Snapdeal,1,396.595,396.6,06-09-2025,Net Banking,Returned,4
CUST00085,Myra Sharma,44,Other,Surat,295,Nike Unisex Relaxed Fit Skirt,Nike,Nykaa Fashion,1,191.144,191.14,18-07-2025,Net Banking,Cancelled,5
CUST00086,Sai Nair,32,Other,Kolkata,353,Forever 21 Women Casual Sweater,Forever 21,Snapdeal,1,3243.5185,3243.52,20-05-2026,UPI,Cancelled,5
CUST00087,Tanvi Joshi,43,Male,Mumbai,259,Zara Unisex Striped Jacket,Zara,Ajio,1,301.294,301.29,01-06-2026,UPI,Delivered,5
CUST00088,Priya Das,30,Male,Ahmedabad,599,Allen Solly Unisex Oversized Dress,Allen Solly,Myntra,2,359.478,718.96,30-10-2025,UPI,Returned,5
CUST00089,Diya Iyer,49,Female,Chandigarh,505,Puma Men Oversized Jacket,Puma,Snapdeal,1,468.736,468.74,30-05-2025,Net Banking,Delivered,4
CUST00090,Vivaan Shah,27,Female,Mumbai,1028,Forever 21 Men Ripped Jacket,Forever 21,Meesho,1,333.375,333.38,07-02-2026,Net Banking,Cancelled,5
CUST00091,Ayaan Gupta,28,Female,Pune,31,W Unisex Relaxed Fit T-Shirt,W,Myntra,1,409.2725,409.27,24-04-2026,UPI,Delivered,5
CUST00092,Pooja Mehta,46,Male,Delhi,184,H&M Women Oversized Jacket,H&M,Tata CLiQ,1,449.9925,449.99,24-03-2025,Debit Card,Delivered,2
CUST00093,Isha Rao,40,Female,Bhopal,36,Roadster Women Regular Fit Jeans,Roadster,Nykaa Fashion,1,756.225,756.23,20-02-2025,Wallet,Delivered,4
CUST00094,Pooja Agarwal,46,Male,Chennai,71,Allen Solly Men Ripped Dress,Allen Solly,Tata CLiQ,1,292.896,292.9,01-02-2025,Wallet,Delivered,4
CUST00095,Sanya Verma,42,Male,Ahmedabad,31,W Unisex Relaxed Fit T-Shirt,W,Myntra,1,409.2725,409.27,21-09-2025,Credit Card,Cancelled,2
CUST00096,Karan Joshi,35,Female,Lucknow,522,Nike Women Ripped Skirt,Nike,Flipkart,1,295.58,295.58,21-11-2025,Debit Card,Delivered,1
CUST00097,Arjun Sharma,32,Male,Ahmedabad,929,Calvin Klein Men Casual Shirt,Calvin Klein,Myntra,1,369.24,369.24,31-01-2026,Debit Card,Delivered,5
CUST00098,Krishna Kapoor,29,Male,Indore,886,Levi's Kids Floral Shirt,Levi's,Tata CLiQ,1,2831.68,2831.68,04-06-2025,Cash on Delivery,Delivered,5
CUST00099,Rohan Malhotra,41,Other,Delhi,71,Allen Solly Men Ripped Dress,Allen Solly,Tata CLiQ,1,292.896,292.9,13-06-2025,Credit Card,Delivered,2
CUST00100,Aditya Kapoor,53,Other,Chennai,1073,Levi's Women Ripped Track Pants,Levi's,Amazon,1,360.876,360.88,18-04-2025,UPI,Delivered,2
CUST00101,Isha Singh,44,Female,Nagpur,509,Forever 21 Women Printed Jeans,Forever 21,Ajio,1,2587.755,2587.76,28-08-2025,Credit Card,Delivered,5
CUST00102,Myra Agarwal,25,Female,Hyderabad,1073,Levi's Women Ripped Track Pants,Levi's,Amazon,1,360.876,360.88,17-01-2026,Debit Card,Cancelled,4
CUST00103,Priya Malhotra,33,Male,Pune,503,Forever 21 Unisex Solid Hoodie,Forever 21,Myntra,1,366.912,366.91,12-07-2025,Debit Card,Delivered,5
CUST00104,Sara Iyer,50,Other,Pune,205,Biba Men Graphic Dress,Biba,Snapdeal,1,381.03,381.03,21-04-2026,UPI,Delivered,1
CUST00105,Meera Iyer,46,Female,Mumbai,186,Uniqlo Kids Cotton Shirt,Uniqlo,Tata CLiQ,1,2756.894,2756.89,03-05-2025,UPI,Delivered,4
CUST00106,Arjun Joshi,50,Male,Ahmedabad,424,Van Heusen Unisex Classic Dress,Van Heusen,Myntra,2,437.68,875.36,07-01-2025,UPI,Cancelled,5
CUST00107,Isha Verma,41,Female,Bengaluru,1055,Tommy Hilfiger Men Cotton Dress,Tommy Hilfiger,Tata CLiQ,1,397.968,397.97,09-02-2025,Cash on Delivery,Cancelled,4
CUST00108,Aarav Mehta,44,Other,Chennai,859,Forever 21 Men Striped Trousers,Forever 21,Myntra,1,485.04,485.04,21-03-2025,Credit Card,Delivered,5
CUST00109,Meera Gupta,44,Male,Indore,106,Biba Kids Slim Fit Blazer,Biba,Snapdeal,1,389.004,389,08-06-2025,Wallet,Returned,2
CUST00110,Ananya Rao,35,Female,Hyderabad,306,W Women Solid Hoodie,W,Snapdeal,1,396.595,396.6,22-02-2025,Debit Card,Cancelled,5
CUST00111,Tanvi Chopra,19,Female,Surat,240,Roadster Men Classic Shorts,Roadster,Tata CLiQ,1,473.344,473.34,19-02-2026,Credit Card,Delivered,5
CUST00112,Ananya Chopra,25,Male,Kolkata,295,Nike Unisex Relaxed Fit Skirt,Nike,Nykaa Fashion,1,191.144,191.14,17-04-2026,Credit Card,Delivered,1
CUST00113,Vihaan Agarwal,27,Other,Indore,1130,Peter England Unisex Solid Saree,Peter England,Amazon,1,2974.734,2974.73,15-01-2026,Wallet,Returned,3
CUST00114,Ishaan Joshi,36,Male,Jaipur,1046,Calvin Klein Women Relaxed Fit Kurta,Calvin Klein,Nykaa Fashion,1,350.608,350.61,22-04-2025,Net Banking,Delivered,4
CUST00115,Riya Patel,20,Female,Chennai,434,Forever 21 Unisex Solid T-Shirt,Forever 21,Ajio,1,406.731,406.73,02-02-2026,UPI,Cancelled,3
CUST00116,Aadhya Shah,43,Other,Bhopal,1028,Forever 21 Men Ripped Jacket,Forever 21,Meesho,1,333.375,333.38,07-07-2025,Cash on Delivery,Delivered,1
CUST00117,Sanya Bansal,28,Female,Chennai,480,Levi's Kids Solid Co-ord Set,Levi's,Myntra,1,276.14,276.14,17-07-2025,UPI,Returned,1
CUST00118,Rohan Singh,42,Other,Ahmedabad,240,Roadster Men Classic Shorts,Roadster,Tata CLiQ,1,473.344,473.34,10-11-2025,Wallet,Delivered,4
CUST00119,Myra Chopra,42,Other,Chennai,774,W Women Striped Jacket,W,Myntra,1,405.004,405,03-07-2025,UPI,Delivered,5
CUST00120,Varun Iyer,46,Other,Indore,57,Uniqlo Men Slim Fit Jacket,Uniqlo,Ajio,1,2462.555,2462.55,30-04-2026,Net Banking,Delivered,2
CUST00121,Krishna Joshi,45,Female,Delhi,729,Peter England Kids Classic Jacket,Peter England,Meesho,2,3836.547,7673.09,07-06-2026,Wallet,Delivered,1
CUST00122,Krishna Gupta,38,Other,Jaipur,859,Forever 21 Men Striped Trousers,Forever 21,Myntra,2,485.04,970.08,01-06-2026,Net Banking,Cancelled,3
CUST00123,Vivaan Gupta,25,Male,Bengaluru,1033,Biba Kids Denim Track Pants,Biba,Flipkart,2,849.663,1699.33,22-10-2025,Credit Card,Cancelled,4
CUST00124,Arjun Joshi,34,Male,Chennai,768,Biba Women Cotton Trousers,Biba,Ajio,1,4653.15,4653.15,13-04-2026,Credit Card,Delivered,
CUST00125,Meera Reddy,55,Female,Lucknow,1028,Forever 21 Men Ripped Jacket,Forever 21,Meesho,1,333.375,333.38,17-01-2026,UPI,Delivered,3
CUST00126,Sanya Kumar,35,Other,Chennai,476,Gap Unisex Striped Co-ord Set,Gap,Flipkart,1,1584.795,1584.8,28-09-2025,UPI,Shipped,
CUST00127,Vihaan Joshi,46,Other,Jaipur,602,Forever 21 Women Solid Blazer,Forever 21,Nykaa Fashion,1,305.344,305.34,16-09-2025,Cash on Delivery,Cancelled,5
CUST00128,Pooja Nair,42,Female,Lucknow,319,Calvin Klein Kids Oversized Sweater,Calvin Klein,Snapdeal,1,369.62,369.62,25-03-2025,Net Banking,Delivered,3
CUST00129,Vihaan Das,51,Female,Hyderabad,720,Zara Men Cotton Sweater,Zara,Tata CLiQ,2,462.445,924.89,17-11-2025,Wallet,Delivered,1
CUST00130,Aadhya Patel,36,Other,Surat,259,Zara Unisex Striped Jacket,Zara,Ajio,1,301.294,301.29,08-01-2026,UPI,Delivered,5
CUST00131,Aadhya Shah,20,Male,Mumbai,522,Nike Women Ripped Skirt,Nike,Flipkart,1,295.58,295.58,08-11-2025,UPI,Returned,5
CUST00132,Divya Iyer,44,Other,Hyderabad,71,Allen Solly Men Ripped Dress,Allen Solly,Tata CLiQ,1,292.896,292.9,11-01-2026,Cash on Delivery,Shipped,5
CUST00133,Ananya Patel,18,Male,Nagpur,71,Allen Solly Men Ripped Dress,Allen Solly,Tata CLiQ,1,292.896,292.9,07-03-2025,Wallet,Delivered,4
CUST00134,Sanya Nair,18,Male,Surat,436,Tommy Hilfiger Kids Casual Jacket,Tommy Hilfiger,Meesho,1,1146.831,1146.83,31-03-2026,Cash on Delivery,Returned,5
CUST00135,Myra Kumar,18,Male,Mumbai,751,Tommy Hilfiger Unisex Casual Saree,Tommy Hilfiger,Ajio,1,277.795,277.8,10-07-2025,Credit Card,Delivered,1
CUST00136,Reyansh Sharma,53,Other,Pune,393,H&M Unisex Formal Jeans,H&M,Flipkart,1,387.01,387.01,15-06-2026,Cash on Delivery,Cancelled,
CUST00137,Tanvi Shah,29,Other,Hyderabad,613,Levi's Kids Cotton Kurta,Levi's,Meesho,1,374.648,374.65,19-02-2025,Wallet,Shipped,5
CUST00138,Divya Sharma,42,Female,Nagpur,573,Zara Unisex Printed Trousers,Zara,Ajio,1,3610.28,3610.28,09-04-2026,Credit Card,Delivered,2
CUST00139,Sara Iyer,20,Male,Chennai,1047,Forever 21 Men Ripped Hoodie,Forever 21,Tata CLiQ,3,3067.038,9201.11,27-09-2025,Wallet,Delivered,4
CUST00140,Rahul Bansal,34,Female,Surat,886,Levi's Kids Floral Shirt,Levi's,Tata CLiQ,1,2831.68,2831.68,29-03-2025,Cash on Delivery,Delivered,3
CUST00141,Sara Iyer,30,Male,Nagpur,133,Forever 21 Unisex Graphic Blazer,Forever 21,Flipkart,1,4036.14,4036.14,03-02-2026,Debit Card,Returned,4
CUST00142,Amit Agarwal,48,Female,Bhopal,613,Levi's Kids Cotton Kurta,Levi's,Meesho,1,374.648,374.65,28-01-2025,Net Banking,Cancelled,4
CUST00143,Riya Reddy,43,Other,Lucknow,240,Roadster Men Classic Shorts,Roadster,Tata CLiQ,1,473.344,473.34,29-05-2025,UPI,Delivered,2
CUST00144,Reyansh Shah,28,Female,Bengaluru,31,W Unisex Relaxed Fit T-Shirt,W,Myntra,1,409.2725,409.27,12-02-2025,Credit Card,Cancelled,1
CUST00145,Arjun Verma,22,Other,Indore,826,Nike Unisex Casual Jacket,Nike,Tata CLiQ,2,388.084,776.17,09-03-2025,Wallet,Delivered,2
CUST00146,Myra Reddy,31,Male,Mumbai,379,Uniqlo Women Formal Saree,Uniqlo,Amazon,2,299.838,599.68,31-03-2025,Wallet,Cancelled,4
CUST00147,Meera Singh,26,Male,Indore,505,Puma Men Oversized Jacket,Puma,Snapdeal,1,468.736,468.74,29-10-2025,Debit Card,Delivered,5
CUST00148,Sara Sharma,40,Female,Chandigarh,524,Zara Unisex Denim Kurta,Zara,Ajio,1,370.504,370.5,12-01-2026,Debit Card,Shipped,
CUST00149,Meera Das,19,Female,Mumbai,202,Biba Kids Ripped Hoodie,Biba,Nykaa Fashion,2,226.984,453.97,11-04-2025,Debit Card,Delivered,1
CUST00150,Divya Pillai,31,Other,Bhopal,628,Biba Women Regular Fit Jeans,Biba,Snapdeal,2,762.312,1524.62,22-10-2025,Credit Card,Delivered,1
CUST00151,Yash Reddy,36,Male,Mumbai,319,Calvin Klein Kids Oversized Sweater,Calvin Klein,Snapdeal,1,369.62,369.62,19-05-2026,Wallet,Shipped,3
CUST00152,Nikhil Pillai,40,Other,Hyderabad,688,Biba Women Relaxed Fit Kurta,Biba,Myntra,1,360.716,360.72,18-10-2025,Credit Card,Cancelled,4
CUST00153,Nikhil Kumar,25,Other,Indore,751,Tommy Hilfiger Unisex Casual Saree,Tommy Hilfiger,Ajio,2,277.795,555.59,18-04-2025,Wallet,Delivered,5
CUST00154,Reyansh Rao,43,Other,Delhi,354,Puma Women Denim Jacket,Puma,Tata CLiQ,1,331.29,331.29,26-01-2025,Debit Card,Delivered,4
CUST00155,Sara Chopra,52,Other,Bengaluru,1073,Levi's Women Ripped Track Pants,Levi's,Amazon,1,360.876,360.88,28-08-2025,Net Banking,Delivered,
CUST00156,Aditya Joshi,55,Female,Jaipur,184,H&M Women Oversized Jacket,H&M,Tata CLiQ,2,449.9925,899.99,07-04-2026,Wallet,Returned,5
CUST00157,Ananya Malhotra,46,Other,Indore,294,Gap Kids Denim T-Shirt,Gap,Tata CLiQ,1,282.822,282.82,10-05-2025,Debit Card,Delivered,4
CUST00158,Simran Reddy,35,Female,Indore,379,Uniqlo Women Formal Saree,Uniqlo,Amazon,2,299.838,599.68,08-06-2025,Wallet,Delivered,4
CUST00159,Rohan Shah,51,Female,Bengaluru,926,Biba Kids Casual Jeans,Biba,Snapdeal,1,496.106,496.11,22-09-2025,Wallet,Delivered,3
CUST00160,Reyansh Reddy,42,Male,Bengaluru,446,Uniqlo Kids Casual Trousers,Uniqlo,Flipkart,1,173.12,173.12,01-11-2025,Net Banking,Delivered,4
